,text,label,language,TextCleaned
1034,你有没有上过国际互联网？不能上国际互联网的手机不能叫真正意义的手机！而是叫被人阉割了功能的太监机！[呲牙]史上最好翻墙软件等你来！拒绝用太监机！那么问题来了，翻墙技术哪家强？马上翻墙看世界加微信：pjg618 http,1.0,Chinese,have you ever been on the internet? a mobile phone that cannot access the internet cannot be called a real mobile phone! it's called the eunuch machine whose function has been castrated! [呲牙] the best circumvention software in history is waiting for you! refuse to use the eunuch machine! so the question is which one is better at circumventing the wall? immediately climb over the wall to see the world and add wechat: pjg http
1035,好久没人玩了！昨天这个小姐姐舒服！有想玩得私聊太原京津冀西安都可以 http,2.75,Chinese,it's been a long time since anyone played! this young lady was comfortable yesterday! if you want to have fun you can chat privately in taiyuan beijing tianjin hebei and xi'an http
1036,@user @user @bbcchinese 辣鸡,1.5,Chinese,   辣鸡
1037,@user 白天，一条龙打不过两条龙，白天气温也太高,1.6,Chinese, during the day one dragon cannot beat two dragons and the temperature is too high during the day
1038,根本不知道有沒有人會想要MC立牌嗚 總之我這陣子會盡快把他們完稿 反正明天過後就是端午連假了嘛!!! 下周畢業考 是什麼 我當不知道了,3.25,Chinese,i don’t know if anyone will want mc to stand up. in short i will finish them as soon as possible. anyway after tomorrow it will be a holiday for the dragon boat festival!!! i don’t know what the graduation exam is next week.
1039,“我又不是神经病，就是为妈报仇！”这句话铿锵有力，让那些迫害过弱势群体的大小官员心里无法踏实，毕竟有人会记仇的，而不是神经不正常才杀人的…… http,1.4,Chinese,i am not insane i just want to avenge my mother! these words are so powerful that those officials large and small who have persecuted the disadvantaged cannot feel at ease.
1040,@user 粗，且大头,2.6,Chinese, thick and big head
1041,近期，凯风网爆料，俄罗斯一名法轮功人员在游行造势活动中猝死，管理人员立即下令脱掉其身上的法轮功马甲，以免传出去是练法轮功练死的。如此种种，法轮功何“真”之有？“真”之何在？,1.0,Chinese,recently kaifeng.com broke the news that a falun gong practitioner in russia died suddenly during a parade. the manager immediately ordered him to take off his falun gong vest to avoid rumors that he died because of practicing falun gong. with all these things how can falun gong be true? what is true?
1042,@user 这房子不错，高档小区,2.25,Chinese, this house is nice highend neighborhood
1043,@user 十年不開張！開張吃十年！,1.4,Chinese, has not opened for ten years! open for ten years!
1044,又和 #健身妹 大戰一場，奶大腰細，又有腹肌 #戰鬥力超強，非常耐操 http,3.4,Chinese,another battle with 健身妹 with big tits thin waist and abdominal muscles 战力力强 very resistant to exercise http
1045,男孩 一個線程;,1.5,Chinese,boy a thread;
1046,对米兰赛后，有现场观赛的中国球迷找布冯签名，布冯签了名还拍了拍球迷的脸，问他“你是武汉来的吗”。然后，在虎扑和微博上，布冯乳化了,1.6,Chinese,after the match against milan some chinese fans who were watching the game asked buffon to sign. buffon signed and patted the fans on the face asking him are you from wuhan? then on hupu and weibo buffon emulsified
1047,@user 不要拿上帝當擋箭牌，你不懦弱麼？你不害怕麼？那些信靠主的人為何還有恐懼！多少十字架被拆除了，基督世界有發聲了麼？ http,1.8,Chinese, don't use god as a shield are not you cowardly? are you not afraid? why do those who trust in the lord still have fear! how many crosses have been removed has the christian world spoken out? http
1048,女人和女人之间的敌意 要知道我见kk朋友都是三四天不洗头连眼屎鼻毛都可以露出呢 今天要见他朋友的新女友，早上捣鼓了1.5小时 女孩是说话骚骚，衣品有点非主流的姑娘。打消了我再为她化妆的信念 这大概就是女人间的敌意吧,2.5,Chinese,the hostility between women and women you should know that my kk friends don’t wash their hair for three or four days and even their eyes and nose hairs can be exposed. today i want to meet his friend’s new girlfriend. i spent . hours in the morning. the girl is talking coquettishly clothing a bit of a nonmainstream girl. it dispelled my belief in applying makeup for her again. this is probably the hostility between women.
1049,@user @user @user 真好，不能露臉 香港可是強制人民露臉呢！,1.25,Chinese,   that's great you cannot show your face hong kong forces people to show their faces!
1050,@user 来啊,2.0,Chinese, come on
1051,韩国真是世界上最无耻的国家，打个pubg都是四支战队16个小黄衣，不到决赛圈绝对不互相打,1.0,Chinese,south korea is really the most shameless country in the world. when playing pubg there are four teams with  little yellow clothes. they will never fight each other until the finals
1052,@user 這樣如何,2.0,Chinese,how about 
1053,#偷拍直男 这个直男小哥哥在洗浴中心洗JJ，前一秒半勃一甩一甩的，很动人，下一秒就回到原始状态。 http,1.25,Chinese,太拍直男 this straight guy is washing his dick in the bath center. he flicked his erection for a second and a half very touching and then he returned to the original state in the next second. http
1054,@user @user 我倒認為他們會把錯都推給蔡，認為他的領導方式失敗，然後支持一個深綠的人選，讓民進黨走向極端的路線。,2.2,Chinese,  i think they will blame tsai for failing his leadership style and then support a dark green candidate to drive the dpp to an extreme line.
1055,五万粉丝福利 看就完事咯 无文案 http,2.5,Chinese, fan benefits just watch it no copy http
1056,哎哟不错哦 这一次，全看着了 完整版内容见评论 http,3.4,Chinese,oh not bad. this time i watched it all. for the full version see the comments http
1057,每天困在家里，睡袍是穿的最多的衣服了，运动就脱了睡袍直接来吧，也不穿啥运动衣了，给洗衣机也多休息会。 http,3.0,Chinese,stuck at home every day the nightgown is the most worn clothes just take off the nightgown for exercise and come directly don’t wear any sportswear and give the washing machine more rest. http
1058,@user 背着成千上万的人命啊！,1.25,Chinese, has thousands of lives on his back!
1059,#上海 CICI·JoJo大乔🎀上海甜音 #网红 #主播 99-172-D 人间水蜜桃嗲妹🎀 任何网红脸百搭无压力👌 又 纯 又 欲 可 甜 可 盐 支持任何验证 ！ ！！ 微信/QQ: 18656311805 http,4.2,Chinese,上海cici·jojo大李上海甜音网红主演 d peach girl in the world any internet celebrity face is versatile and stressfree pure and desire can be sweet and salt support any verification! ! ! wechat/qq:  http
1060,中菲「和平」聲明換來中國霸凌 菲律賓重新加入美國聯盟 http,1.2,Chinese,chinaphilippines peace statement in exchange for chinese bullying philippines rejoins us alliance http
1061,@user 好吧233不过说起来护踝我也早就买了,2.25,Chinese, ok  but speaking of ankle braces i bought them a long time ago
1062,@user 我当时看漫画，看川柳看的一脸懵逼,1.2,Chinese, i was reading comics at the time and chuan liu was stunned
1063,多鄰國最新更新就是把廣告延長了嗎,2.2,Chinese,duolingo's latest update is to extend the advertisement
1064,@user 好吃吗？,2.5,Chinese, is it tasty?
1065,[2020年1月20日] #火箭少女101 #孟美岐 更新微博... 小编：和山支大哥一起到电影院支持由 #彭于晏 ，#辛芷蕾 主演的 #紧急救援 #rocketgirls101 #mengmeiqi http,1.4,Chinese,[january  ] 石石少女 梦美琪 update weibo... editor: go to the cinema with big brother shanzhi to support 流浪救护 rocketgirls mengmeiqi http
1066,有成都的1嘛南昌的也行,1.6,Chinese,there are  from chengdu and  from nanchang.
1067,@VOAChinese 拿出证据。单靠喷粪的狗嘴不能让人信服。,2.25,Chinese, show the evidence. a dog's mouth spraying feces alone is not convincing.
1068,@user 哦！中国最高军事学府 将军的摇篮,1.8,Chinese, oh! china's highest military academy the cradle of generals
1069,今天在线会议，会不会很卡顿，都会在这个时候开无聊的会议吧,2.0,Chinese,today's online meeting will it be very laggy will it be a boring meeting at this time?
1070,請大家看下推的圖選擇一下😁,1.6666666666666667,Chinese,please take a look at the picture below to choose 
1071,@user 書桌的椅子，不是公園喔（？,2.2,Chinese, desk chair not a park (?
