label,language,cleanedtweet
3.5,French,invit south la franc come  hah http
1.5,French,stori tweet stori stori etc decept ill prost save instead want attract
1.333333333,French,go go new cod protect cannot protect
2.666666667,French,yep think hate aut  year ago goal still angri upsidedownfac
1.75,French,ptdr ecout poto soolk one piec http
3.0,French,ask anyth http
1.0,French,fire  mpokor live  grandplac de  lill  contactfm • http
1.4,French,dont make tell want hear
3.0,French,crush lower back weight pleas
1.2,French,come tweet cho ask pir anné sinc er qsi
1.0,French,ptdr monaco support parl littl much
3.0,French,rach take us use speak mod play cart
2.0,French,your go get im sure
2.2,French,mm parol jpen bof
1.0,French,algerian footbal team ethni homogen variou horizon http
1.0,French,daeneri confess sam bruld mif barbecu sau
3.0,French,first better
2.0,French,hand flagrian say person ruffl screen warmth facewithtearsofjoy
4.0,French,lack guy rt porn dan tl sort
1.75,French,destin mark histori pru  good continu  teamom http
2.0,French,look robot best set derbi anne reason televis alway superior cinem
1.0,French,bim havent seen arriv one allo »facewithtearsofjoyfacewithtearsofjoy  virginton http
1.25,French,good got ride facewithrollingey
2.2,French,ill let go ill let fun
1.0,French,choic sale servic bottom harri potter slytherin choipeau alway reason
3.666666667,French, brokenheart
2.6,French,c good bother big têt pensivefac backhandindexpointingrightmediumdarkskintonebackhandindexpointingleftmediumdarkskinton http
2.75,French,ill heal decid night light confus day night
1.4,French,tast cardboard
1.2,French,good anné 
2.333333333,French,yet that febri im go trick
2.5,French,dir bag  puppet
1.75,French,thank much hug face kiss facewithclosedey
1.0,French,franc half vandal turret radar occitan vi http
1.0,French,psaum    aut lorient distant west aut us transgress
1.6,French,take r account chao season   proleagu
1.2,French,apart moment compar team ligu  pl comman citi equip ta right good even
1.2,French, take soign 
1.75,French,rather jojo mang tran
1.0,French,inhuman   children must join live per jama
2.666666667,French,invit mang mim la date
3.0,French,serious good
1.0,French,echo vill bo said think group end ldc clear
1.0,French, fravit  leav point foot wind
1.6,French,french boruto bad dont expect new naruto
2.8,French,victoria secret donat product zero
1.6,French,go go someth forgot mtn
1.25,French, nctzselcaday  staylcaday still 
1.0,French, largest salair ligu  rc lens… pay one share http  rclen http
2.4,French,person one namjoon arriv dan votr vi http
1.2,French,buy adapt taken plug pc relievedfac
3.2,French,ah ye say caloudlycryingfaceloudlycryingfaceloudlycryingfacefacewithtearsofjoy
2.6,French,exhaust
2.4,French,littl child tsuba ka sea japan august   think http
2.2,French,noth batr de brun facewithtearsofjoy
4.5,French,know chi
1.0,French,doubt disappoint
4.333333333,French,believ ’e vierg
2.25,French,alway late want tu
3.0,French,azi bg person g work postur de l homm
1.0,French,guerrilla game produc patrick munnik die http
1.6,French,ye
2.5,French,could  
1.8,French,ah well catal littl voi
2.8,French,network want talk
1.2,French,medium grav leav
1.0,French,take cut papi put answer slide reload http
1.2,French,ye saw
2.0,French,pp punaise chang stop
1.2,French,ye rollingonthefloorlaughingrollingonthefloorlaugh
1.4,French,said anymor
2.0,French,agre zola plac presqué ttc dan le class la jsui content
1.25,French,dan list must ad aspir sister tea  kapang
1.8,French,deliveri date estim jan  day rest perfect
2.4,French,candl christma true thick
1.0,French,dd
1.25,French,nik better everywher
1.5,French,think woman full capac make decor
2.8,French,head want stop
2.6,French,question crap
1.8,French,saw surpris mdrrr
2.4,French,ahhhh go problem facewithtearsofjoyrollingonthefloorlaughingrollingonthefloorlaughingrollingonthethefloorlaughingrollingonthefloorlaugh http
3.333333333,French,ask anyth http
1.25,French,didn’t mix wolf 
3.2,French,mem girl hide porn go
2.2,French,seriou messag hope send jam content raisedhandmediumdarkskinton
1.0,French,tell
2.4,French,get money dingu voyag la mdrrr
1.0,French,south africa eskom trial leg http http directori
1.5,French,dont understand want say
2.75,French,ptdrrrr saw heart thought
3.0,French,famili alon surround fill tonight nephew
1.5,French,wel im damn merc overdraft
3.0,French,encount member alt first time vi feel alon univ http
3.4,French,make dream today pap  
2.4,French,offer
2.333333333,French,hasnt seen brba
1.0,French,know cours whole world movi look person boug mix cop side noth nptq
3.6,French,especi send name girl profil photopoutingfaceloudlycryingfac
1.8,French, dysphophoto must admit littl sun motiv http
2.8,French,tweet target lol continu leav gueul hope go consequ act
1.4,French,regret worst thing world
1.8,French,big tell visual
2.25,French,damn deg liv benz blow
1.6,French,season  null especi end
1.25,French,tournament ecol en equip arma c challeng think call
2.25,French,den derch fd true boug
2.4,French,lie
1.4,French,still funnier sound lol
3.5,French,that j décolari impress make last eight year togeth
1.0,French,thank transcript 
1.4,French,id fanat lrem invent problem
1.4,French,learn day make laugh
2.666666667,French,ah dont bad im go tri see tonight
1.6,French,orthograph love true
1.6,French,jv marri shutter
3.4,French, noth assum come talk tonight
1.666666667,French,mdrrr hagrid start reluct hand
2.8,French, want lose weight im go lose weight reparl  kiss
1.0,French,
1.0,French,learn manag money well save invest
1.5,French,bom diagnian born
2.0,French,look forward year
1.5,French,fusion two draw vegeto gauch part other upsydownfac law
2.6,French,husband bcp confianc redheart️
1.0,French,forc voter yellow vest dam make http vi injuri
1.75,French,studi reveal whole film like weeknd xxx young thuf magnific
3.0,French,smilingfacewithopenmouth    coldsweatsmilingfacewithopenmouth    coldsweatsmilingfacewithopenmouth    coldsweat feel good facewithtearsofjoy
1.0,French,sond  hamdoulah ’
2.8,French,summon daron pai €  accompani ptddr understand word teacher say
2.0,French,welcom dan vi
1.4,French,mdrrr wsh null normal
2.75,French,stung fuck tweet go
2.0,French,couldnt packag 
2.0,French,grav agreement     twist plot chelou pir c say skywalk   
1.6,French,anyon andr taf  parisroubaix  lesrp  antennevi
1.75,French,like sugar detox cure
1.6,French,guy make playback even pain degout yuck
2.0,French,sup new twitch function hope use game use  twitchsquad
3.0,French,hope heart truck  crash bg
2.5,French,btw banqu fr shit vir hold sacr couch
2.75,French,okay fok well zot mang pend carniv ta go take dan  semain eye menu
2.4,French,go bièraubeurr
3.4,French,tripl idiot forgot medoc
2.2,French,want lrem leav rep semin pro
1.25,French,spanish club suprem mani especi biggest
1.8,French,co paciturag jam imagin guldaput white chees bein   rather die rollingonthefloorlaughingrollingonthefloorlaughingthumbsup  ggrmc
2.0,French,person hear  time mcass alreadi couill wake  alarm whiteheavycheckmark
3.25,French,one histori mark crm debjt notriet loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfac catastroph
2.25,French,told sm delet tweet mine auss ser remov
1.6,French,ye longer world
2.2,French,use sondag option girl answer alreadi receiv whatsapp
2.2,French,lost earpiec cant find go alon rest
3.0,French,go pari paniqu http
1.8,French,admit class
3.2,French,☇snowflak good jtm bcp loulou wait
3.25,French,delet tweet  fav   fun fact park paniqu lol
3.333333333,French,brussel e feel foot pay shall fill brussel
2.25,French,dont think make gift
2.2,French,leav trql
3.25,French,null tonight
2.0,French,help k rt pleas big play http
3.0,French,oh damn love littl usual insult direct adult
3.8,French,manag vivr notr damn histori
4.75,French,sent snap guy respond http
2.25,French,alreadi
3.0,French,appro hummer bac im readi confound face
2.75,French,understand abl go school alway badli
3.5,French,miss lot cryingfac rever  kingdomtour bordeau 🥰redheart️ twoheart http
1.0,French, relat love san display relat associ  hypocritu  facewithtearsofjoypersonwalkingpersonwalkingpersonwalk
1.6,French,memori rest snap girl thing
1.0,French,hello gift chouet tend chanc merc grinningfacegrinningfac
1.2,French,dont think supplier aliexpress imit
4.0,French,exchang holi love pure profession smilingfac
4.0,French,asham go high school têt
1.0,French,dont
1.0,French, except homm die cau imbecil laugh recommend lament
2.25,French,seen much 
2.25,French,answer ask right rollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaugh
2.2,French,well that said smilingfacewithopenmouth    coldsweat
1.4,French,see tweet
2.0,French,gen
3.6,French,go dig underground goe back cash dan ta chambr comm could confin togeth toget
1.4,French,cord jug cop
2.0,French,much 
1.25,French,real one understand
1.2,French,hommag françoi le goff presid aflec issam daouk  agaflec http
1.4,French,march humbl lord glori god personbowingmediumskintoneh
2.0,French,thank much share make see real passion indian film   
3.0,French,ptdr oblig mang scred wallah dont believ
2.4,French,putin jam arriv dorm grav
3.4,French,nau
1.333333333,French,much envi  cesoirtribun
1.6,French,ah think
1.25,French,success import weaken wauqu
1.8,French,well mayb ask 
2.25,French,put insta person publiqui x offici thinkingfac
1.8,French,like understand count follow http
1.25,French,jealou tatum outlin that
2.2,French,bah start one told that
3.4,French,alon home smoke beuh memori  redheart️
2.0,French,like could go 
3.0,French,simpl take one like
2.4,French,merciiii big kiss redheart addit offer lot kdo
3.6,French,lol allow sleep believ
1.0,French,jam saw dark green bitch
2.0,French,forc
1.0,French,nant accid motorcycl near viv vi http airport
3.2,French,bz
1.6,French,foot middl poulp medu merc good
2.0,French,recogn
1.25,French,clearer cho know
2.0,French,grv mdrr fa
1.8,French,think im go go incrust
2.0,French,mdrr hot bassem
1.0,French,major minor regist  sinc macron accumul 
1.0,French,person habit cambr rt crowd
2.0,French,oh wow glowi
1.0,French,suddenli maintain   profit hi commun announc two day 
1.25,French,take least nice
2.2,French,forgot stress measur  cm
2.8,French,perfum cream handkerchief gloss brush cb charger drum brief earphon yo everyth dan bag smilingfacewithopenmouth    coldsweat
2.2,French,sound date  year ago 
2.5,French,chass dead
2.2,French,messag receiv cute redheart️
1.0,French,algerian govern
2.4,French,ye tqt left  pm
1.2,French,pet à pet
2.75,French,tire girl still
1.2,French,say  vigilant say  lawyer say  lawyer say   barlingonthethefloorlaughingrollingonthefloorlaughingrollingonthefloorlaugh
1.0,French,ah ye ptn bin jle ai venduloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfac
2.4,Italian, jan parag grinningfacewithsmilingeyesgrinningfacewithsmilingeyesgrinningfacewithsmilingey
4.2,Italian,redheartredheartkissmarkissmarkissmark
1.0,Italian,first semp made stat propr enghilterr
1.6,Italian,marc rive sapr cite prejud travagl http judici
1.0,Italian,
1.0,Italian,mutt
2.0,Italian,dont trust skip lone
1.4,Italian,also commun quest assoc smilingfacewithheartey
1.4,Italian,truth deni  denisepipon
2.0,Italian,know
1.4,Italian,critic often  stapl
2.0,Italian,
2.2,Italian,first inevit experi
1.6,Italian,certain that dont answer pale
1.333333333,Italian,ask allorolog weather continu temp scroll even never ask
1.6,Italian,pre landfil
1.4,Italian,know contr
3.0,Italian,catt  facewithtearsofjoyfacewithtarsofjoy
1.0,Italian,also eri
1.0,Italian,morr de son
1.4,Italian,rt com wasnt ask
2.0,Italian,grate said want great good milan tatuag smirkingfac
2.75,Italian,fatt good ser
2.8,Italian,old man
1.2,Italian,renz star alreadi lawsuit labor  agreement  disagr
2.6,Italian,object avet forget somewher eh
1.4,Italian,perfect okay stay pie listen mass
1.0,Italian,
2.75,Italian,ahahahah sicur bel caratt smirk face facewithtearsofjoy
1.2,Italian,certezz test cristian girel poe  juverom
4.4,Italian,sorri im palp take advantag
1.8,Italian,good morn good day
2.2,Italian,sti two subscript repost purost sian phot  tzvip  soveip http
2.6,Italian, look said ah scu sgard  radiosangiovann
1.0,Italian,municip interest superlega per tropp scar  thesuperleagu http
2.25,Italian,well probabil henri rollin ye
3.2,Italian,beautiful🥺 grazietwoheartssmilingcatfacewithheartey
1.2,Italian,cant see hear    
2.0,Italian,alreadi antihistamin today
3.5,Italian,photo appen public http
1.666666667,Italian,sayang
2.0,Italian,madonna rag hot want remov skin
1.0,Italian, friend  sissi candid final anyway
1.25,Italian,com
1.5,Italian,fa di alfi staser quand dirannn gfvip stat replac  tzvip http
2.0,Italian,co go well know denunc http
1.0,Italian,rag ask alreadi san lorenz facescreaminginfear
2.0,Italian,sacr order tagliapietr
2.25,Italian,per sinc even free
2.0,Italian, year vad ca com ho age  smilingfacewithopenmouth    coldsweat
2.0,Italian,cul hann pozzesc
1.6,Italian,one two cad sempr personshruggringlightskintone³sign️
1.6,Italian,for campagn alfabetizz mater logaritm
1.0,Italian,
3.6,Italian,si smile face heartey
2.4,Italian,look  person  hour
1.25,Italian,graz
3.2,Italian,okay dont rememb comma interag crossedfingscrossedfing
1.2,Italian,look funni
3.4,Italian,graz son astrey ver piac know
1.75,Italian,sii smile face heartey
1.8,Italian,sii vabbi mic spoiler epoc
1.2,Italian,unsquallidamontatur
3.4,Italian,co serv still  usan parol com tr    e put     http
